"source_row_id","fips_county","county_name","max_dist_ped_icu_2009","mean_dist_ped_icu_2009","median_dist_ped_icu_2009","min_dist_ped_icu_2009"
"524","13277","Tift County",86.0,81.42,81.77,73.62
"525","13279","Toombs County",78.94,75.35,75.35,70.74
"526","13281","Towns County",52.78,50.42,52.47,46.0
"527","13283","Treutlen County",69.81,68.95,68.95,68.09
"528","13285","Troup County",68.56,57.5,57.9,46.02
"529","13287","Turner County",78.98,78.39,78.39,77.79
"530","13289","Twiggs County",19.39,16.6,16.6,13.82
"531","13291","Union County",47.86,44.32,46.08,39.03
"532","13293","Upson County",46.49,39.87,40.38,33.86
"533","13295","Walker County",49.67,40.12,42.48,27.6
"534","13297","Walton County",51.61,43.97,45.8,35.75
"535","13299","Ware County",97.5,94.07,93.82,91.77
"536","13301","Warren County",70.47,67.58,69.67,62.59
"537","13303","Washington County",57.23,50.12,48.38,46.79
"538","13305","Wayne County",65.95,57.5,56.28,53.71
"539","13307","Webster County",79.25,76.34,76.34,73.44
"540","13309","Wheeler County",72.41,70.55,70.55,68.68
"541","13311","White County",71.75,67.32,66.43,63.79
"542","13313","Whitfield County",41.71,37.75,37.76,31.66
"543","13315","Wilcox County",62.68,59.95,61.93,53.26
"544","13317","Wilkes County",77.55,75.36,75.36,73.16
"545","13319","Wilkinson County",29.59,24.62,25.68,18.58
"546","13321","Worth County",79.0,75.86,77.31,68.29
"547","15001","Hawaii County",225.72,191.76,205.1,150.01
"548","15003","Honolulu County",358.05,10.17,7.86,0.18
"549","15005","Kalawao County",55.51,55.51,55.51,55.51
"550","15007","Kauai County",54.5,15.81,12.3,1.05
"551","15009","Maui County",121.44,89.94,92.1,48.43
"552","16001","Ada County",152.45,144.34,144.79,133.7
"553","16003","Adams County",91.37,91.0,91.0,90.63
"554","16005","Bannock County",24.4,3.88,2.27,0.25
"555","16007","Bear Lake County",5.64,3.11,3.11,0.58
"556","16009","Benewah County",70.76,69.72,69.72,68.69
"557","16011","Bingham County",38.84,24.91,22.88,14.42
"558","16013","Blaine County",114.2,106.24,106.96,96.81
"559","16015","Boise County",142.73,142.73,142.73,142.73
"560","16017","Bonner County",22.23,11.53,13.84,0.41
"561","16019","Bonneville County",64.4,49.06,47.96,45.17
"562","16021","Boundary County",35.9,31.7,31.7,27.49
"563","16023","Butte County",71.58,71.58,71.58,71.58
"564","16025","Camas County",123.07,123.07,123.07,123.07
"565","16027","Canyon County",136.19,127.56,129.15,108.69
"566","16029","Caribou County",29.91,29.32,29.32,28.73
"567","16031","Cassia County",83.31,72.09,72.63,63.76
"568","16033","Clark County",91.06,91.06,91.06,91.06
"569","16035","Clearwater County",108.67,102.16,102.16,95.65
"570","16037","Custer County",128.74,128.74,128.74,128.74
"571","16039","Elmore County",174.16,163.97,166.65,146.43
"572","16041","Franklin County",33.11,32.95,32.95,32.78
"573","16043","Fremont County",114.88,96.65,91.27,83.8
"574","16045","Gem County",127.92,125.86,124.97,124.69
"575","16047","Gooding County",118.18,117.66,117.66,117.13
"576","16049","Idaho County",106.36,98.26,97.56,86.72
"577","16051","Jefferson County",65.76,62.53,61.72,60.93
"578","16053","Jerome County",106.63,102.74,106.24,88.72
"579","16055","Kootenai County",60.09,41.19,41.65,27.47
"580","16057","Latah County",109.76,106.13,108.14,95.26
"581","16059","Lemhi County",131.32,119.47,113.64,113.44
"582","16061","Lewis County",103.99,98.56,103.18,88.51
"583","16063","Lincoln County",95.97,95.97,95.97,95.97
"584","16065","Madison County",76.05,73.15,73.57,68.79
"585","16067","Minidoka County",71.6,67.03,65.71,61.43
"586","16069","Nez Perce County",114.0,94.67,91.63,89.91
"587","16071","Oneida County",48.09,48.09,48.09,48.09
"588","16073","Owyhee County",198.62,150.16,143.81,114.41
"589","16075","Payette County",111.78,105.92,104.39,103.12
"590","16077","Power County",22.68,19.77,19.77,16.86
"591","16079","Shoshone County",61.26,56.99,54.94,54.76
"592","16081","Teton County",87.25,87.25,87.25,87.25
"593","16083","Twin Falls County",127.13,108.87,106.53,92.7
"594","16085","Valley County",116.7,107.55,103.97,101.99
"595","16087","Washington County",93.84,91.15,91.3,88.32
"596","17001","Adams County",53.94,47.17,47.46,36.69
"597","17003","Alexander County",29.22,20.2,20.3,10.97
"598","17005","Bond County",56.31,50.51,49.6,46.54
"599","17007","Boone County",47.71,45.95,45.98,44.78
"600","17009","Brown County",58.18,56.96,56.96,55.73
"601","17011","Bureau County",28.72,14.0,14.57,0.67
"602","17013","Calhoun County",41.0,33.15,33.15,25.31
"603","17015","Carroll County",54.3,45.92,46.04,38.2
"604","17017","Cass County",83.79,71.94,68.14,65.56
"605","17019","Champaign County",88.2,81.4,81.69,68.08
"606","17021","Christian County",91.29,84.51,83.92,77.5
"607","17023","Clark County",62.87,54.99,54.57,47.96
"608","17025","Clay County",80.85,75.28,74.48,71.31
"609","17027","Clinton County",60.21,45.49,43.33,35.29
"610","17029","Coles County",82.87,76.23,76.45,68.27
"611","17031","Cook County",22.81,4.97,4.0,0.06
"612","17033","Crawford County",68.52,62.52,62.07,58.7
"613","17035","Cumberland County",86.96,79.4,77.96,73.28
"614","17037","DeKalb County",47.66,43.23,43.97,34.7
"615","17039","De Witt County",82.18,81.53,81.68,80.29
"616","17041","Douglas County",84.78,75.46,77.26,65.26
"617","17043","DuPage County",22.64,12.71,12.39,5.06
"618","17045","Edgar County",54.73,47.41,45.27,44.22
"619","17047","Edwards County",46.83,42.04,41.57,37.72
"620","17049","Effingham County",97.61,94.13,94.65,88.88
"621","17051","Fayette County",83.68,73.71,70.23,66.33
"622","17053","Ford County",83.09,73.81,73.34,62.58
"623","17055","Franklin County",62.39,55.43,53.83,47.78
"624","17057","Fulton County",71.9,63.9,65.38,54.3
"625","17059","Gallatin County",43.32,42.14,42.14,40.96
"626","17061","Greene County",56.88,50.21,48.13,44.67
"627","17063","Grundy County",46.36,40.18,39.92,35.25
"628","17065","Hamilton County",63.52,57.8,56.85,53.97
"629","17067","Hancock County",29.23,17.78,19.49,7.72
"630","17069","Hardin County",38.58,33.98,32.27,31.1
"631","17071","Henderson County",33.13,27.6,26.74,22.93
"632","17073","Henry County",31.47,20.97,21.26,3.86
"633","17075","Iroquois County",78.39,63.97,60.37,50.85
"634","17077","Jackson County",41.91,33.84,33.28,27.47
"635","17079","Jasper County",79.3,78.3,78.52,77.09
"636","17081","Jefferson County",78.39,75.39,76.53,70.68
"637","17083","Jersey County",33.63,28.16,28.89,23.57
"638","17085","Jo Daviess County",44.4,40.15,40.08,33.06
"639","17087","Johnson County",34.51,30.41,30.02,26.71
"640","17089","Kane County",36.48,25.33,25.12,18.49
"641","17091","Kankakee County",48.22,40.33,41.42,29.26
"642","17093","Kendall County",38.87,32.23,31.01,27.25
"643","17095","Knox County",48.56,39.05,38.09,30.85
"644","17097","Lake County",17.77,8.36,8.36,0.49
"645","17099","LaSalle County",32.32,16.95,18.14,3.03
"646","17101","Lawrence County",51.39,49.94,49.8,48.47
"647","17103","Lee County",40.06,34.86,36.77,25.04
"648","17105","Livingston County",60.6,44.37,42.91,26.67
"649","17107","Logan County",90.69,82.32,81.88,76.54
"650","17109","McDonough County",46.42,38.79,38.38,31.92
"651","17111","McHenry County",35.89,20.67,19.2,13.35
"652","17113","McLean County",73.48,60.07,59.51,50.61
"653","17115","Macon County",108.02,102.58,102.78,91.99
"654","17117","Macoupin County",66.75,46.67,43.42,31.63
"655","17119","Madison County",36.99,19.49,20.03,8.2
"656","17121","Marion County",79.4,69.42,68.65,64.01
"657","17123","Marshall County",24.99,21.75,23.41,17.21
"658","17125","Mason County",82.14,76.28,75.46,71.25
"659","17127","Massac County",13.01,8.65,7.85,5.88
"660","17129","Menard County",95.82,92.44,91.42,90.08
"661","17131","Mercer County",31.49,24.13,24.56,15.92
"662","17133","Monroe County",21.33,15.99,16.18,10.45
"663","17135","Montgomery County",72.06,58.83,57.46,51.29
"664","17137","Morgan County",77.73,73.58,74.56,66.9
"665","17139","Moultrie County",99.19,95.12,96.01,89.3
"666","17141","Ogle County",58.3,49.28,48.44,40.84
"667","17143","Peoria County",60.02,47.23,47.6,32.37
"668","17145","Perry County",59.32,52.72,51.43,48.36
"669","17147","Piatt County",101.18,94.48,93.84,89.06
"670","17149","Pike County",69.43,65.93,65.96,60.92
"671","17151","Pope County",27.91,22.85,22.85,17.8
"672","17153","Pulaski County",26.0,23.39,23.39,20.78
"673","17155","Putnam County",11.02,7.91,7.91,4.8
"674","17157","Randolph County",48.69,42.55,45.14,29.85
"675","17159","Richland County",64.89,61.36,61.81,57.04
"676","17161","Rock Island County",15.99,4.11,3.54,0.7
"677","17163","St. Clair County",35.78,16.46,16.31,8.12
"678","17165","Saline County",52.55,47.78,46.1,42.09
"679","17167","Sangamon County",97.17,86.71,87.17,71.88
"680","17169","Schuyler County",60.2,54.54,55.37,48.06
"681","17171","Scott County",73.57,69.26,69.26,64.95
"682","17173","Shelby County",99.09,94.58,96.64,85.1
"683","17175","Stark County",35.94,35.25,35.25,34.57
"684","17177","Stephenson County",54.05,49.69,51.69,40.79
"685","17179","Tazewell County",67.23,53.49,52.51,44.3
"686","17181","Union County",23.89,19.75,19.23,17.59
"687","17183","Vermilion County",72.81,56.08,54.76,46.78
"688","17185","Wabash County",38.88,35.48,34.61,33.83
"689","17187","Warren County",42.17,40.52,40.59,38.32
"690","17189","Washington County",59.28,53.52,55.54,43.71
"691","17191","Wayne County",65.29,58.04,55.02,52.31
"692","17193","White County",44.14,38.72,37.34,33.65
"693","17195","Whiteside County",42.29,36.28,39.81,23.5
"694","17197","Will County",40.42,20.86,20.35,11.23
"695","17199","Williamson County",48.76,43.62,43.9,37.13
"696","17201","Winnebago County",60.08,54.12,54.87,42.94
"697","17203","Woodford County",47.77,38.92,40.31,30.88
"698","18001","Adams County",13.9,5.88,3.96,0.72
"699","18003","Allen County",13.62,3.64,2.93,0.24
"700","18005","Bartholomew County",25.63,20.07,20.05,14.48
"701","18007","Benton County",70.51,67.73,67.38,65.31
"702","18009","Blackford County",33.83,31.03,31.72,26.86
"703","18011","Boone County",25.82,14.97,17.52,4.95
"704","18013","Brown County",32.94,30.44,31.39,26.03
"705","18015","Carroll County",57.58,48.93,49.12,39.15
"706","18017","Cass County",53.77,46.12,46.23,40.97
"707","18019","Clark County",22.87,7.78,5.4,1.75
"708","18021","Clay County",30.61,19.33,18.06,13.92
"709","18023","Clinton County",38.03,29.46,29.11,22.94
"710","18025","Crawford County",32.18,28.82,30.92,23.37
"711","18027","Daviess County",30.39,26.89,27.08,23.27
"712","18029","Dearborn County",27.49,22.56,21.48,18.14
"713","18031","Decatur County",28.36,22.6,23.9,12.21
"714","18033","DeKalb County",22.82,19.07,18.93,14.3
"715","18035","Delaware County",48.31,42.84,43.31,35.29
"716","18037","Dubois County",11.88,6.22,6.43,1.15
"717","18039","Elkhart County",29.3,18.43,16.83,11.29
"718","18041","Fayette County",51.84,48.0,48.03,44.49
"719","18043","Floyd County",15.02,7.22,5.81,4.19
"720","18045","Fountain County",50.78,44.13,46.14,35.4
"721","18047","Franklin County",40.39,33.03,32.4,26.07
"722","18049","Fulton County",47.17,38.74,38.98,30.11
"723","18051","Gibson County",28.47,24.1,24.19,18.33
"724","18053","Grant County",34.53,27.53,26.66,22.65
"725","18055","Greene County",38.65,32.07,33.56,18.52
"726","18057","Hamilton County",15.98,6.99,6.96,1.46
"727","18059","Hancock County",26.29,19.21,20.48,13.18
"728","18061","Harrison County",22.58,19.8,20.12,14.74
"729","18063","Hendricks County",20.01,14.17,13.1,10.2
"730","18065","Henry County",44.65,40.58,41.78,33.4
"731","18067","Howard County",37.78,35.39,35.47,32.08
"732","18069","Huntington County",14.69,4.4,2.76,0.88
"733","18071","Jackson County",23.19,16.95,14.58,12.51
"734","18073","Jasper County",54.59,39.75,35.75,29.1
"735","18075","Jay County",34.48,28.53,26.93,21.04
"736","18077","Jefferson County",23.53,21.44,22.07,16.68
"737","18079","Jennings County",7.58,4.07,4.65,1.03
"738","18081","Johnson County",29.33,17.6,15.61,11.6
"739","18083","Knox County",40.84,38.33,39.23,31.01
"740","18085","Kosciusko County",34.16,29.27,29.9,20.36
"741","18087","LaGrange County",41.21,36.57,36.1,33.13
"742","18089","Lake County",22.34,6.82,6.08,0.19
"743","18091","LaPorte County",30.09,25.23,25.21,18.21
"744","18093","Lawrence County",8.4,4.32,5.66,0.49
"745","18095","Madison County",35.8,26.91,27.07,18.13
"746","18097","Marion County",12.91,5.11,4.65,0.47
"747","18099","Marshall County",32.87,23.88,23.99,17.21
"748","18101","Martin County",25.11,22.28,22.38,19.36
"749","18103","Miami County",38.22,32.99,31.88,30.17
"750","18105","Monroe County",29.07,21.97,21.45,14.68
"751","18107","Montgomery County",37.96,29.06,28.98,22.71
"752","18109","Morgan County",26.82,21.47,21.28,15.35
"753","18111","Newton County",56.85,45.7,47.27,31.41
"754","18113","Noble County",34.35,26.96,26.14,18.22
"755","18115","Ohio County",26.32,24.29,24.29,22.27
"756","18117","Orange County",24.8,20.53,21.34,13.66
"757","18119","Owen County",28.02,21.15,23.08,13.48
"758","18121","Parke County",28.02,23.48,24.46,16.96
"759","18123","Perry County",26.62,23.23,22.87,21.17
"760","18125","Pike County",21.45,17.34,18.43,11.07
"761","18127","Porter County",26.37,15.03,15.58,7.99
"762","18129","Posey County",24.01,19.39,20.94,12.47
"763","18131","Pulaski County",51.99,47.55,46.68,44.87
"764","18133","Putnam County",14.57,6.59,6.64,1.35
"765","18135","Randolph County",52.95,44.39,44.46,39.5
"766","18137","Ripley County",31.2,24.41,24.18,16.49
"767","18139","Rush County",43.77,38.85,39.78,32.76
"768","18141","St. Joseph County",19.28,4.09,3.08,0.39
"769","18143","Scott County",25.21,22.51,23.51,18.7
"770","18145","Shelby County",30.49,26.28,27.66,17.29
"771","18147","Spencer County",18.81,13.32,11.98,8.67
"772","18149","Starke County",39.19,33.17,33.2,23.1
"773","18151","Steuben County",28.02,22.37,21.28,15.8
"774","18153","Sullivan County",50.13,46.04,46.99,40.12
"775","18155","Switzerland County",34.79,31.78,31.37,29.19
"776","18157","Tippecanoe County",56.09,49.47,49.43,41.23
"777","18159","Tipton County",28.42,25.11,25.46,21.12
"778","18161","Union County",41.67,38.99,38.99,36.3
"779","18163","Vanderburgh County",12.88,4.01,3.26,0.51
"780","18165","Vermillion County",42.54,34.35,32.66,29.82
"781","18167","Vigo County",38.38,31.44,31.42,25.18
"782","18169","Wabash County",21.34,18.38,18.61,14.46
"783","18171","Warren County",54.75,54.24,54.24,53.73
"784","18173","Warrick County",16.85,10.04,8.24,4.69
"785","18175","Washington County",28.68,25.79,27.06,21.47
"786","18177","Wayne County",53.18,42.27,40.22,36.5
"787","18179","Wells County",21.88,14.58,14.0,11.55
"788","18181","White County",64.21,61.07,61.97,56.74
"789","18183","Whitley County",19.7,14.28,14.78,9.61
"790","19001","Adair County",11.02,5.85,4.76,1.77
"791","19003","Adams County",27.33,24.09,24.09,20.85
"792","19005","Allamakee County",48.68,37.81,38.01,28.75
"793","19007","Appanoose County",37.38,32.1,32.79,24.91
"794","19009","Audubon County",38.84,35.28,37.91,29.09
"795","19011","Benton County",32.25,22.0,22.41,12.52
"796","19013","Black Hawk County",13.83,4.37,3.68,0.29
"797","19015","Boone County",38.87,33.41,35.2,23.96
"798","19017","Bremer County",25.48,16.98,15.84,10.22
"799","19019","Buchanan County",31.51,23.18,22.88,14.86
"800","19021","Buena Vista County",36.2,30.96,34.75,20.39
"801","19023","Butler County",34.75,26.36,24.77,15.97
"802","19025","Calhoun County",59.97,50.02,49.91,40.28
"803","19027","Carroll County",60.55,54.17,56.6,42.5
"804","19029","Cass County",33.67,27.46,29.33,20.79
"805","19031","Cedar County",31.81,22.5,21.53,15.43
"806","19033","Cerro Gordo County",47.94,37.1,35.88,34.78
"807","19035","Cherokee County",42.45,37.26,36.19,34.22
"808","19037","Chickasaw County",40.68,35.4,35.1,30.74
"809","19039","Clarke County",39.19,36.71,37.55,33.38
"810","19041","Clay County",8.22,4.12,3.89,0.46
"811","19043","Clayton County",55.27,52.27,54.22,44.19
"812","19045","Clinton County",30.69,26.06,26.64,19.31
"813","19047","Crawford County",61.06,52.87,52.84,43.18
"814","19049","Dallas County",29.82,21.79,20.27,9.8
"815","19051","Davis County",18.64,18.54,18.54,18.43
"816","19053","Decatur County",53.77,52.99,53.4,51.8
"817","19055","Delaware County",43.52,38.18,38.63,31.92
"818","19057","Des Moines County",26.94,19.18,18.7,14.39
"819","19059","Dickinson County",19.43,17.04,18.79,11.81
"820","19061","Dubuque County",51.19,42.89,42.48,39.63
"821","19063","Emmet County",25.38,24.48,24.55,23.43
"822","19065","Fayette County",46.26,32.92,35.83,23.93
"823","19067","Floyd County",43.78,41.89,41.46,40.74
"824","19069","Franklin County",47.98,46.67,46.69,45.33
"825","19071","Fremont County",43.45,40.25,42.0,35.3
"826","19073","Greene County",52.93,48.23,48.32,43.34
"827","19075","Grundy County",33.37,25.2,25.43,16.56
"828","19077","Guthrie County",30.46,26.14,27.67,20.29
"829","19079","Hamilton County",49.87,47.76,48.16,45.6
"830","19081","Hancock County",32.15,25.6,25.97,18.31
"831","19083","Hardin County",53.88,45.38,46.48,37.28
"832","19085","Harrison County",27.44,20.21,20.57,13.28
"833","19087","Henry County",35.43,26.03,24.74,20.59
"834","19089","Howard County",48.28,47.69,47.62,47.18
"835","19091","Humboldt County",23.32,21.5,21.53,19.64
"836","19093","Ida County",59.92,55.88,58.25,49.48
"837","19095","Iowa County",31.78,25.22,24.68,19.75
"838","19097","Jackson County",48.7,41.85,41.09,36.59
"839","19099","Jasper County",34.69,28.44,30.08,20.24
"840","19101","Jefferson County",28.68,22.32,22.19,16.22
"841","19103","Johnson County",11.02,3.26,2.07,0.36
"842","19105","Jones County",33.72,27.21,29.67,21.04
"843","19107","Keokuk County",30.66,22.02,20.74,15.96
"844","19109","Kossuth County",22.6,8.72,7.25,0.98
"845","19111","Lee County",15.49,9.44,9.33,1.62
"846","19113","Linn County",19.69,4.56,3.63,0.1
"847","19115","Louisa County",37.36,32.71,32.19,28.6
"848","19117","Lucas County",40.84,39.34,40.27,35.99
"849","19119","Lyon County",21.36,17.84,20.46,11.7
"850","19121","Madison County",22.72,22.19,22.68,21.16
"851","19123","Mahaska County",10.49,3.6,1.2,0.33
"852","19125","Marion County",31.74,22.64,23.7,16.61
"853","19127","Marshall County",46.28,43.39,44.3,38.32
"854","19129","Mills County",28.51,20.51,18.51,16.35
"855","19131","Mitchell County",40.09,36.07,37.96,30.16
"856","19133","Monona County",44.31,37.32,36.0,32.96
"857","19135","Monroe County",23.24,21.03,20.87,18.98
"858","19137","Montgomery County",42.16,40.96,41.09,39.51
"859","19139","Muscatine County",28.0,24.87,26.61,16.16
"860","19141","O'Brien County",27.13,20.09,18.33,16.58
"861","19143","Osceola County",7.88,4.08,4.08,0.27
"862","19145","Page County",57.5,49.85,49.44,46.34
"863","19147","Palo Alto County",23.27,18.1,17.59,13.97
"864","19149","Plymouth County",34.16,23.42,23.5,11.79
"865","19151","Pocahontas County",37.81,31.25,28.88,27.06
"866","19153","Polk County",15.64,4.58,3.68,0.52
"867","19155","Pottawattamie County",36.85,9.67,6.25,2.78
"868","19157","Poweshiek County",33.5,28.77,30.85,22.7
"869","19159","Ringgold County",43.93,40.11,40.11,36.28
"870","19161","Sac County",59.29,53.91,55.11,46.11
"871","19163","Scott County",15.23,3.61,2.86,0.31
"872","19165","Shelby County",46.74,42.13,42.38,37.04
"873","19167","Sioux County",23.44,17.18,20.32,2.67
"874","19169","Story County",40.77,30.89,30.42,21.27
"875","19171","Tama County",40.81,33.66,35.77,23.31
"876","19173","Taylor County",45.87,40.39,43.53,31.77
"877","19175","Union County",22.92,19.72,19.49,16.98
"878","19177","Van Buren County",31.18,30.33,30.33,29.48
"879","19179","Wapello County",7.57,3.41,2.67,0.44
"880","19181","Warren County",24.15,14.32,15.77,5.92
"881","19183","Washington County",26.6,23.61,25.68,13.86
"882","19185","Wayne County",56.97,52.21,50.33,49.32
"883","19187","Webster County",50.59,39.89,37.95,35.24
"884","19189","Winnebago County",30.02,26.37,28.98,20.12
"885","19191","Winneshiek County",49.33,45.07,44.06,42.43
"886","19193","Woodbury County",52.89,36.31,34.46,31.99
"887","19195","Worth County",25.63,20.97,20.94,16.34
"888","19197","Wright County",43.1,34.5,33.14,30.87
"889","20001","Allen County",41.26,37.99,39.18,31.05
"890","20003","Anderson County",53.03,52.39,52.39,51.75
"891","20005","Atchison County",50.07,45.94,44.96,43.78
"892","20007","Barber County",71.33,62.39,62.39,53.46
"893","20009","Barton County",100.95,92.19,91.24,84.05
"894","20011","Bourbon County",29.6,23.8,23.66,18.81
"895","20013","Brown County",77.66,72.11,73.76,64.9
"896","20015","Butler County",30.71,20.58,19.6,10.47
"897","20017","Chase County",61.51,61.51,61.51,61.51
"898","20019","Chautauqua County",72.55,72.55,72.55,72.55
"899","20021","Cherokee County",34.79,27.72,29.1,16.6
"900","20023","Cheyenne County",51.88,51.88,51.88,51.88
"901","20025","Clark County",103.6,103.6,103.6,103.6
"902","20027","Clay County",86.26,84.73,84.73,83.19
"903","20029","Cloud County",74.04,69.58,68.93,66.43
"904","20031","Coffey County",75.74,69.72,67.51,65.89
"905","20033","Comanche County",82.78,82.78,82.78,82.78
"906","20035","Cowley County",48.34,41.53,43.7,27.11
"907","20037","Crawford County",12.82,9.52,10.58,0.97
"908","20039","Decatur County",82.58,79.24,79.24,75.89
"909","20041","Dickinson County",90.66,81.35,81.8,70.31
"910","20043","Doniphan County",64.44,57.3,55.73,51.73
"911","20045","Douglas County",41.9,35.64,35.4,27.67
"912","20047","Edwards County",114.5,111.59,111.59,108.69
"913","20049","Elk County",63.09,63.09,63.09,63.09
"914","20051","Ellis County",144.36,135.67,135.33,128.33
"915","20053","Ellsworth County",89.46,85.52,85.52,81.58
"916","20055","Finney County",178.02,176.7,177.03,174.33
"917","20057","Ford County",134.01,129.81,132.54,116.31
"918","20059","Franklin County",44.45,43.69,43.49,42.94
"919","20061","Geary County",99.2,96.33,95.98,94.48
"920","20063","Gove County",125.82,120.7,120.7,115.57
"921","20065","Graham County",123.98,123.73,123.73,123.47
"922","20067","Grant County",183.02,182.23,182.23,181.44
"923","20069","Gray County",149.91,146.88,146.88,143.85
"924","20071","Greeley County",140.08,140.08,140.08,140.08
"925","20073","Greenwood County",68.16,62.31,61.22,57.55
"926","20075","Hamilton County",156.66,156.66,156.66,156.66
"927","20077","Harper County",56.91,52.4,53.68,46.61
"928","20079","Harvey County",29.79,24.41,23.95,20.53
"929","20081","Haskell County",158.28,158.28,158.28,158.28
"930","20083","Hodgeman County",140.59,140.59,140.59,140.59
"931","20085","Jackson County",70.77,66.2,66.49,61.33
"932","20087","Jefferson County",47.49,43.17,45.8,36.21
"933","20089","Jewell County",64.17,59.9,59.9,55.64
"934","20091","Johnson County",27.42,10.24,9.91,1.49
"935","20093","Kearny County",178.37,178.37,178.37,178.37
"936","20095","Kingman County",54.89,43.58,42.94,32.91
"937","20097","Kiowa County",101.5,101.5,101.5,101.5
"938","20099","Labette County",39.79,29.64,27.26,24.65
"939","20101","Lane County",152.36,152.36,152.36,152.36
"940","20103","Leavenworth County",31.58,24.38,24.49,19.51
"941","20105","Lincoln County",103.13,103.13,103.13,103.13
"942","20107","Linn County",43.09,40.69,40.69,38.28
"943","20109","Logan County",105.22,105.22,105.22,105.22
"944","20111","Lyon County",87.26,80.23,79.37,78.24
"945","20113","McPherson County",63.31,51.29,50.22,39.9
"946","20115","Marion County",57.99,46.98,46.73,36.46
"947","20117","Marshall County",84.58,75.54,74.15,69.29
"948","20119","Meade County",129.2,126.89,126.89,124.58
"949","20121","Miami County",33.1,23.58,24.93,13.75
"950","20123","Mitchell County",84.95,81.69,81.69,78.42
"951","20125","Montgomery County",68.42,53.03,52.59,41.65
"952","20127","Morris County",80.66,80.08,80.08,79.5
"953","20129","Morton County",172.85,172.85,172.85,172.85
"954","20131","Nemaha County",93.33,88.62,86.52,86.0
"955","20133","Neosho County",35.14,30.9,34.09,21.56
"956","20135","Ness County",151.49,150.36,150.36,149.24
"957","20137","Norton County",101.53,101.53,101.53,101.53
"958","20139","Osage County",71.5,65.44,66.9,57.75
"959","20141","Osborne County",96.14,96.14,96.14,96.14
"960","20143","Ottawa County",97.39,96.22,96.22,95.05
"961","20145","Pawnee County",109.98,106.16,106.16,102.35
"962","20147","Phillips County",114.12,106.22,105.4,99.15
"963","20149","Pottawatomie County",98.46,91.5,94.02,79.5
"964","20151","Pratt County",77.1,76.63,76.78,76.0
"965","20153","Rawlins County",58.02,58.02,58.02,58.02
"966","20155","Reno County",55.0,41.63,40.76,33.8
"967","20157","Republic County",50.51,49.3,48.79,48.59
"968","20159","Rice County",69.1,64.62,65.04,59.72
"969","20161","Riley County",106.6,104.83,105.48,98.0
"970","20163","Rooks County",128.65,122.25,122.25,115.86
"971","20165","Rush County",122.74,120.79,120.79,118.84
"972","20167","Russell County",116.63,115.84,115.84,115.05
"973","20169","Saline County",82.24,78.41,78.8,70.7
"974","20171","Scott County",145.82,145.82,145.82,145.82
"975","20173","Sedgwick County",23.83,5.44,4.58,0.4
"976","20175","Seward County",146.54,145.43,145.79,143.2
"977","20177","Shawnee County",67.35,58.45,58.22,52.46
"978","20179","Sheridan County",102.42,101.28,101.28,100.14
"979","20181","Sherman County",80.8,80.79,80.79,80.77
"980","20183","Smith County",83.21,82.13,82.13,81.06
"981","20185","Stafford County",84.36,78.93,78.93,73.5
"982","20187","Stanton County",163.15,163.15,163.15,163.15
"983","20189","Stevens County",170.72,169.28,169.28,167.84
"984","20191","Sumner County",45.09,30.68,30.0,19.08
"985","20193","Thomas County",86.22,84.97,84.97,83.71
"986","20195","Trego County",140.43,140.43,140.43,140.43
"987","20197","Wabaunsee County",87.97,83.7,83.7,79.44
"988","20199","Wallace County",113.05,113.05,113.05,113.05
"989","20201","Washington County",64.88,59.65,59.65,54.41
"990","20203","Wichita County",140.04,140.04,140.04,140.04
"991","20205","Wilson County",54.63,49.15,49.21,43.55
"992","20207","Woodson County",54.63,54.31,54.31,54.0
"993","20209","Wyandotte County",15.59,6.25,5.57,0.27
"994","21001","Adair County",84.0,75.1,75.06,63.76
"995","21003","Allen County",69.74,62.08,62.07,56.61
"996","21005","Anderson County",28.7,24.5,24.26,20.79
"997","21007","Ballard County",22.67,20.78,22.41,17.25
"998","21009","Barren County",69.8,61.47,62.21,54.98
"999","21011","Bath County",23.08,19.57,19.58,16.03
"1000","21013","Bell County",84.62,74.67,75.9,63.84
"1001","21015","Boone County",22.51,14.38,13.49,9.91
"1002","21017","Bourbon County",24.97,19.39,18.08,13.87
"1003","21019","Boyd County",8.48,2.96,1.61,0.09
"1004","21021","Boyle County",35.65,30.93,30.27,27.56
"1005","21023","Bracken County",31.56,27.26,26.6,23.63
"1006","21025","Breathitt County",40.22,34.69,35.18,27.86
"1007","21027","Breckinridge County",40.49,32.32,33.6,24.9
"1008","21029","Bullitt County",25.92,16.78,16.38,12.59
"1009","21031","Butler County",26.48,21.63,19.54,17.13
"1010","21033","Caldwell County",25.84,19.91,18.23,15.67
"1011","21035","Calloway County",37.06,31.37,31.89,24.85
"1012","21037","Campbell County",20.26,7.38,5.02,3.21
"1013","21039","Carlisle County",26.13,23.26,25.68,17.96
"1014","21041","Carroll County",40.19,36.28,34.77,33.87
"1015","21043","Carter County",31.75,24.55,27.07,17.15
"1016","21045","Casey County",62.46,53.73,54.47,44.73
"1017","21047","Christian County",26.28,19.41,18.37,14.66
"1018","21049","Clark County",24.72,18.29,17.46,13.71
"1019","21051","Clay County",62.46,57.54,58.31,51.3
"1020","21053","Clinton County",98.22,94.74,94.74,91.27
